Abscissa X0vera Y0vera Z0vera X1vera Y1vera Z1vera X2vera Y2vera Z2vera Curvaturevera
0 0.705265172423607 0.66397859858681 0.728430724941546 -0.272703239425499 -0.141872436701887 0.0542635016801533 -4.59867562727817 3.92825685744595 1.01459036333975 57.8803066717903
0.01 0.702307473234696 0.662777418680925 0.729024256210517 -0.318845892728717 -0.0962872379163013 0.0644355243195306 -4.60364706972132 5.17258178594389 1.01002787755336 54.7233834939412
0.02 0.698890875618577 0.662092319143189 0.72971824486808 -0.364189427036752 -0.0388920240787444 0.0742459187444546 -4.43244733039881 6.27548090475011 0.94003473578044 48.0672985621287
0.03 0.695032838686186 0.662032847641474 0.730505581573783 -0.406772395643216 0.0284544756422612 0.0829740691485196 -4.04434846230876 7.1480792602316 0.791408773787056 39.5571270165853
0.04 0.690772552715538 0.662685539773084 0.731371296701469 -0.444201785499151 0.103012211145677 0.0897691295795116 -3.3936941088987 7.7036927982583 0.551303890286027 31.2605861263426
0.05 0.68617550614859 0.664105287573607 0.732291275292641 -0.473602497291323 0.181203491795874 0.0936533858883328 -2.42975327512789 7.86221664295679 0.207176124047155 24.4997324161667
0.06 0.681338553434795 0.66630736397324 0.733231001382152 -0.49156902690264 0.258700092537039 0.093524599711 -1.09737485179312 7.55426893767343 -0.253371449656373 19.7081722151343
0.07 0.676395414296618 0.669260509458176 0.734144315898388 -0.494129625174578 0.330546570532561 0.0881561532959686 0.661080190811391 6.7241240662756 -0.84287955571493 16.8800988659914
0.08 0.671522406099203 0.672881366300777 0.734972158726575 -0.476738660145996 0.391302862389858 0.076193445504974 2.90191937751402 5.33048925377346 -1.5744987602881 16.0528918071252
0.09 0.666943957442753 0.677030382423621 0.735641271073476 -0.434391561093704 0.435237560735197 0.0561705393131342 5.61041132380308 3.39430357533559 -2.43989047737058 17.7486584846812
0.1 0.662921906641304 0.681521019397585 0.73606827648492 -0.366181508679663 0.459901297340481 0.0280728626650714 7.91280330274132 1.60064036574029 -3.13502936238605 22.4358242557887
0.11 0.659685242138485 0.68617468678077 0.73618387913473 -0.278492371805644 0.468436589635065 -0.00568986156239458 9.50857180042932 0.162646443018805 -3.57804269806976 30.3611102858133
0.12 0.657393722567655 0.690847267026957 0.735943529866306 -0.178293821056316 0.464213409550692 -0.0427469118710674 10.4199042636489 -0.957655535072304 -3.79864912264559 41.239424577989
0.13 0.656138832164267 0.69542639517651 0.735324940702958 -0.0722375042302861 0.450208899627314 -0.0810127033812592 10.6890411248173 -1.80030897944479 -3.82413326499396 52.0397395727651
0.14 0.655948025413714 0.699827476064426 0.734325355734604 0.0335599875064664 0.429000802621991 -0.118662457905086 10.3807744132172 -2.40482005474441 -3.67941530292627 56.5097641767419
0.15 0.656791189652136 0.703989745952281 0.732959055730957 0.133736270472627 0.402781055134827 -0.15411033467386 9.58051335072098 -2.8086716926401 -3.38744889065678 51.1957176035032
0.16 0.65858914168359 0.707872529860044 0.731255057754539 0.223865303549419 0.373380006096446 -0.185992631922653 8.38904645330753 -3.04663526236418 -2.96981898299271 40.1618180522196
0.17 0.661223647511844 0.711451765649388 0.729254950791733 0.3005769158387 0.342294664121571 -0.213157553242592 6.91552835587853 -3.15061396463191 -2.44744293768776 29.207979769291
0.18 0.664548277185434 0.714716812219609 0.727010797916 0.361603985181043 0.310716728679215 -0.234662180975841 5.27027178798137 -3.14981356804408 -1.84129952750871 20.8151362767718
0.19 0.668399384855067 0.717667525973307 0.724583032603935 0.405762154177379 0.279557915636044 -0.249776613717806 3.55864230947554 -3.07109225305754 -1.17312293263957 14.9955002011252
0.2 0.672606610263777 0.720311571415937 0.722038280274541 0.432877600203821 0.249471331551433 -0.257994631560246 1.87686365905225 -2.93938720106422 -0.466005223736462 11.0714625061529
0.21 0.6770024844779 0.722661923785751 0.71944704524309 0.443683773433805 0.220868490113999 -0.259049707441671 0.310011635871830 -2.77815082733065 0.25514537811391 8.42312703584249
0.22 0.681430937855134 0.724734520427642 0.716881217665758 0.439708496963055 0.193932096859387 -0.252934676955341 -1.06796222703959 -2.60975591497076 0.963338507557931 6.64252471619576
0.23 0.685754708894827 0.726546020571061 0.714411374204665 0.423169688859606 0.168625035215815 -0.239922935642057 -2.19264873669573 -2.45583943189046 1.62947663773591 5.55074204559764
0.24 0.689861662121367 0.728111680064711 0.712103913247295 0.396827058650283 0.144714650796159 -0.220569127859892 -3.02970060925461 -2.33105878380608 2.22950554678627 5.23065341186848
0.25 0.693667779093849 0.729444019279036 0.710018801615832 0.363429378001585 0.121918080457132 -0.195573325267974 -3.61053527077508 -2.23202309009483 2.75737884583878 6.08674292984757
0.26 0.697114646588696 0.730552993153878 0.708208801498393 0.325338177861113 0.100008962793528 -0.165672089791834 -3.97469984916082 -2.15256366848208 3.21009610224701 9.06637704595265
0.27 0.700165548751823 0.731446596891788 0.706719160862666 0.284537443028875 0.0788212890443736 -0.131631428678804 -4.15812551078016 -2.08676566890932 3.58482127409909 16.0573906966132
0.28 0.702801873515339 0.732131458045877 0.705587332330701 0.242669906927271 0.0582472361537136 -0.0942436336813912 -4.19317223501111 -2.02889554379150 3.87917966540929 31.6531682323402
0.29 0.70501987339942 0.732613410404292 0.704842737822902 0.201071083420922 0.0382356783388085 -0.054321361115054 -4.10900497432158 -1.97333735666102 4.09151103167331 68.18661881689
0.3 0.70682774440368 0.732898056061396 0.70450660419528 0.160798567411949 0.0187913023631329 -0.0126894434317031 -3.93214196175479 -1.91453540832777 4.22106854239439 157.209340970104
0.31 0.708242969049098 0.732991321424785 0.704591889693403 0.122655458026946 -2.57287120014484e-05 0.0298249809208297 -3.68706743044367 -1.84694176563847 4.26815493312838 335.619660658003
0.32 0.709289862880907 0.732900012408563 0.705103314791 0.0872076383965963 -0.0180996095051300 0.0724033601344573 -3.39683829842662 -1.7649682945465 4.23419023122433 432.34590529157
0.33 0.709997264130403 0.7326323736047 0.706037504172569 0.05479521214298 -0.0352582711856484 0.114246948417930 -3.08364046074029 -1.66294378661341 4.12170948674366 269.591722883488
0.34 0.710396311121846 0.732198655706492 0.707383239657467 0.0255387437445078 -0.0512723633011592 0.154587663008052 -2.76926860521118 -1.53507777699487 3.93429343033074 124.960117563788
0.35 0.710518259546562 0.731611694780133 0.709121817192062 -0.000658859587209932 -0.0658539179615832 0.192697941007124 -2.47551605360739 -1.37543415641845 3.67643955892637 59.4502535742521
0.36 0.710392333926967 0.730887490942179 0.711227503584873 -0.0240981288629861 -0.0786619467515608 0.227903063997423 -2.2185054540134 -1.18061748434466 3.35489882563735 31.5783888185641
0.37 0.710044281266714 0.730045471751533 0.713668251470651 -0.0451395866101502 -0.0893677132118947 0.259624559836208 -1.99469215436308 -0.956236792463399 2.98194969592272 18.8804686306937
0.38 0.709496544630973 0.729108012131827 0.71640687721983 -0.0640778889519386 -0.097713391253349 0.287415196321896 -1.79666175415233 -0.709873924816357 2.57093064114161 12.6528368127557
0.39 0.708768986830424 0.728099683928033 0.719402387382191 -0.0811348250095024 -0.103517680894936 0.310959679119725 -1.61723689223193 -0.449265330499415 2.13484365196965 9.45586988285634
0.4 0.707879608974535 0.72704648169202 0.722611276785687 -0.0964611764987815 -0.106677712588181 0.33006997633938 -1.44937890062493 -0.182370177012826 1.68610274687938 7.80785396716584
0.41 0.70684525498644 0.725975026391178 0.725988768405964 -0.110137699741241 -0.107171519367189 0.344678461271065 -1.28610984782366 0.0825848595242044 1.23635025936722 7.00685240838555
0.42 0.705682309906386 0.724911742588272 0.729489976663688 -0.122175413596429 -0.105060826130732 0.354829574121386 -1.12045120490090 0.337087371434001 0.796344369112071 6.68928921687199
0.43 0.704407398133685 0.723882007283625 0.733070982879459 -0.132515348161782 -0.100493880906065 0.36067070613179 -0.94537714076702 0.572349154963872 0.375915157208839 6.65040999392022
0.44 0.7030380862803 0.722909271409976 0.736689818429614 -0.141027898218199 -0.0937080460475575 0.362442957038747 -0.753784644714185 0.779346489817204 -0.0160204104164083 6.76215051256681
0.45 0.7015935793561 0.722014172651028 0.740307344626169 -0.147518438678715 -0.085025189809447 0.360466685131802 -0.540804378832751 0.951275311161617 -0.373400070470793 6.95265752000581
0.46 0.700095155672938 0.721213908842142 0.743887816915845 -0.151778522415185 -0.0747995678327256 0.355089384634137 -0.308190010318743 1.08809837292595 -0.696457672656601 7.22705733157071
0.47 0.698566051170712 0.720522172594744 0.747398917227998 -0.153626976579797 -0.0633761265186561 0.346647041172494 -0.059003236258049 1.19105387191526 -0.986666274500493 7.61588089585035
0.48 0.697031157462645 0.719949270679086 0.750811611421716 -0.152914152387160 -0.0510869053360966 0.335460260200712 0.203506551032693 1.26148922766726 -1.24561609440521 8.17180548071485
0.49 0.695516696615632 0.719502258929747 0.754099990842958 -0.149523976885563 -0.0382498368146607 0.321833454644118 0.475868721126501 1.30088076279367 -1.47494496652212 8.98309671973959
0.5 0.694049873886759 0.719185089952325 0.757241109010772 -0.143376293956433 -0.0251674041312429 0.306054661215217 0.754367457368369 1.31084269554618 -1.6762819058593 10.1956542052868
0.51 0.692658506038466 0.718998774540738 0.760214819089094 -0.134429388146568 -0.0121252571858771 0.288395861949722 1.03502946983202 1.29312666455873 -1.85120223069688 12.0489412219728
0.52 0.69137062401919 0.718941556768929 0.76300361664543 -0.122682565196272 0.000609124837856734 0.269113703485055 1.31362522768946 1.24961314439273 -2.00119262259440 14.9365378315167
0.53 0.690214050145248 0.719009101910857 0.765592491203574 -0.108178646229832 0.0127876506310508 0.248450522659994 1.58568520313265 1.182296227417 -2.12762454720338 19.5149535949406
0.54 0.68921595141628 0.719194695679902 0.767968789260513 -0.0910062202408263 0.0241826550119487 0.226635602256317 1.84653206970169 1.09326332278079 -2.23173457344111 26.9093241330765
0.55 0.688402372185853 0.719489452770704 0.770122090746463 -0.0713014936219121 0.0345877153104008 0.203886594570319 2.09132905722504 0.984671344527906 -2.31461028509446 39.099096007983
0.56 0.687797751016806 0.719882532335062 0.772044100346302 -0.0492495779230721 0.0438182185043437 0.180411062684527 2.31514374711826 0.858720923450775 -2.37718065640374 59.5610056706735
0.57 0.687424428086123 0.720361357825105 0.773728554652703 -0.0250850693783218 0.0517116666479239 0.156408099675488 2.51302553464443 0.717630082996551 -2.42020994713785 93.8853702140424
0.58 0.687302150861348 0.720911838582145 0.775171145767817 0.000908202901210665 0.0581277218522782 0.132069994527126 2.68009385460134 0.563608675798913 -2.44429435394427 148.041934318070
0.59 0.687447586837601 0.721518590624153 0.77636946169328 0.0283983485099076 0.0629480041627103 0.107583920276263 2.81163315316241 0.398834695539596 -2.44986082821115 216.562032011652
0.6 0.687873852790525 0.722165154270643 0.777322943630314 0.0570075502691013 0.0660756658054314 0.0831336249886908 2.90318959696711 0.225433372416594 -2.43716763411148 261.083689023648
0.61 0.688590070167865 0.722834206520241 0.778032860136381 0.0863151507269284 0.067434773278694 0.0589011096531621 2.95066375126044 0.0454597437060925 -2.40630637371399 238.67995129934
0.62 0.68960095583571 0.723507766442 0.778502297936949 0.115861619545153 0.0669695346015755 0.0350682790845782 2.95039303151042 -0.139114822844914 -2.35720535011254 173.441792353003
0.63 0.690906456372531 0.724167392235082 0.778736169056005 0.145153268253963 0.0646434127988102 0.0118185525294438 2.89921770998866 -0.326411874246458 -2.28963427617756 113.368555814659
0.64 0.692501432463128 0.724794369033157 0.778741233793266 0.173667518368380 0.0604381685845502 -0.0106615800688843 2.79452467068743 -0.514650783258299 -2.20321046767481 73.4051558417185
0.65 0.694375397726308 0.725369886962027 0.778526138926574 0.200858474596252 0.0543528754792509 -0.0321810722141528 2.63426393036632 -0.702149368478114 -2.09740678677054 49.4027601854481
0.66 0.696512313596447 0.725875209387145 0.778101470341854 0.226162510605718 0.0464029495648994 -0.0525429247637078 2.41693410168696 -0.887320380446417 -1.97156172632114 35.2241033770741
0.67 0.698890438784715 0.72629183170044 0.77747981907795 0.249003543281705 0.0366192340846496 -0.0715429034646366 2.14153433532136 -1.06866409126766 -1.82489214671821 26.7691250853577
0.68 0.701482228668077 0.726601631399892 0.776675859446858 0.268797851705105 0.0250471944845128 -0.0889684733751977 1.80767415285060 -1.24473971969516 -1.65658102482378 21.7013726388693
0.69 0.704254352342708 0.726787017526665 0.775706409098812 0.284983994093953 0.0117486370441457 -0.104607735321136 1.42220714673874 -1.41352884243297 -1.46835178443115 18.7362107460903
0.7 0.707168395236623 0.726831134680288 0.77459024763663 0.297121355321532 -0.0031898188136372 -0.118285888772787 1.00052367722797 -1.57224942970443 -1.26523971137285 17.1493997430049
0.71 0.710182315997506 0.726718134274198 0.773347641773662 0.304924616746945 -0.0196533970806061 -0.129880710070816 0.557854619378581 -1.71808297471787 -1.05258698745111 16.5259608983762
0.72 0.713251967181142 0.726433456604072 0.771999810997789 0.308256376551621 -0.0374990614600687 -0.139324125350707 0.108530956451708 -1.84818937962166 -0.835890005424448 16.6308506957265
0.73 0.716332527614925 0.725964115203191 0.770568377557825 0.307117641780514 -0.0565550958005654 -0.146603988454374 -0.334104443635595 -1.95966552785774 -0.620844212938827 17.3315591003109
0.74 0.719379836617762 0.725298987530821 0.769074796665778 0.301637840816113 -0.0766202508396629 -0.151766235612530 -0.757705215851662 -2.04950012712109 -0.413374427849825 18.5479113323426
0.75 0.722351629178714 0.724429116500943 0.767539763890189 0.29206512421982 -0.0974624248496962 -0.154917266978604 -1.15085701632907 -2.11452583106317 -0.219649825838113 20.2130883428541
0.76 0.725208678447809 0.723348027628903 0.765982598241322 0.278757629042726 -0.118816856917746 -0.156226401254096 -1.50295145211151 -2.15136987371758 -0.0460836646289697 22.2360649117202
0.77 0.727915858029998 0.722052066719615 0.764420600966407 0.26217625464153 -0.140383825502848 -0.155928255423500 -1.80401284172789 -2.15640501894071 0.100681466741965 24.4619299526794
0.78 0.730443124343586 0.72054075557812 0.762868402218623 0.242871349141766 -0.161829369843033 -0.154319849267487 -2.04750327324679 -2.1270260041838 0.215713066512151 26.6623599715807
0.79 0.732766090246691 0.718817015749867 0.761337521676384 0.221406178420066 -0.182814770184324 -0.151715230972757 -2.23698344116883 -2.06476840858351 0.300375735952921 28.6115752853218
0.8 0.734865763568832 0.716887054085562 0.759836448487251 0.198294009566953 -0.203022728451684 -0.148404418222262 -2.37775045218737 -1.97190336137978 0.357416012684563 30.0827138664704
0.81 0.736728027036079 0.714760139323962 0.758370910231795 0.173997269547982 -0.222157936799296 -0.144649572767075 -2.47467299393397 -1.85056508672029 0.389660665714475 30.882882258705
0.82 0.738343151415335 0.712448388285515 0.756944155671989 0.148931857324039 -0.239945935138064 -0.140684148196812 -2.53218940517669 -1.70279690770497 0.400025377888955 30.9058506602039
0.83 0.739705351539229 0.709966561127335 0.755557246334377 0.123471376908618 -0.256132447098843 -0.136711986547154 -2.55432433905980 -1.53060070892219 0.39151662743641 30.1643663924247
0.84 0.740812383592873 0.707331860723802 0.754209357132145 0.097951135271723 -0.270483222593226 -0.132906422045642 -2.54471829660014 -1.33598858864788 0.367228685977239 28.7849207340807
0.85 0.741665180745524 0.70456373101774 0.75289808574057 0.0726717992899758 -0.282784402746828 -0.129409431892627 -2.50666565318529 -1.12103547547427 0.330337491832245 26.9684372755041
0.86 0.74226752335173 0.701683649091071 0.751619770126268 0.0479026440341869 -0.292843410557554 -0.126330857307829 -2.44315789614023 -0.887931436432755 0.28409296737006 24.9377776599974
0.87 0.742625739418304 0.698714905735746 0.75036981347319 0.0238843530138971 -0.300490357355691 -0.123747703481461 -2.35692965273642 -0.63903228429726 0.231811124124477 22.8945353173023
